Country,Month,Temperature,Humidity
Sudan,August,45.17,69.51
Tanzania,July,38.7,19.2
Seychelles,June,41.9,64.22
Niger,June,49.01,39.54
Senegal,July,38.58,23.71
Guinea,June,42.76,26.91
Sierra Leone,August,27.7,73.8
Gambia,June,47.37,79.81
Mauritania,August,39.4,81.51
Mali,August,47.54,29.36
Lesotho,May,29.15,58.22
Central African Republic,June,25.88,41.08
Chad,July,29.84,25.21
Senegal,June,43.2,29.48
Tunisia,May,45.75,75.0
Liberia,June,48.08,34.57
Malawi,July,34.3,37.37
Chad,July,38.24,70.16
Kenya,August,25.24,66.76
Senegal,June,20.8,37.48
Madagascar,July,27.15,87.85
Ivory Coast,June,32.73,77.04
South Sudan,July,48.04,69.43
Rwanda,May,45.29,54.34
Djibouti,May,42.24,42.96
Madagascar,August,33.46,56.36
Ghana,August,45.83,35.43
Central African Republic,July,48.65,62.68
Gambia,May,44.3,72.1
Namibia,May,47.62,88.23
Liberia,June,25.89,13.15
Morocco,June,42.62,35.85
Guinea,July,38.1,89.77
Seychelles,June,33.17,31.1
Uganda,May,37.54,62.08
Togo,June,29.8,81.02
Nigeria,May,39.0,84.19
Seychelles,June,21.04,68.63
Lesotho,August,24.14,20.67
Sierra Leone,July,31.91,44.48
Tunisia,August,40.85,79.46
Cabo Verde,July,30.55,12.95
Ethiopia,August,43.29,13.96
Congo,June,23.88,32.21
Namibia,July,36.46,61.68
Sao Tome and Principe,May,49.59,78.57
Ivory Coast,August,27.16,36.8
Uganda,May,38.43,26.76
Guinea,June,45.53,88.15
Zambia,July,22.49,50.41
Morocco,July,24.5,72.54
Gabon,July,35.9,68.97
Guinea-Bissau,May,34.0,75.8
Liberia,June,30.85,79.67
Eswatini,June,21.1,86.04
Zimbabwe,June,33.65,28.7
Democratic Republic of the Congo,May,49.06,64.55
Djibouti,July,47.75,56.32
Comoros,May,32.76,74.83
Burundi,July,25.9,86.52
Ghana,June,44.47,43.27
Lesotho,August,29.88,59.39
Eswatini,May,42.02,29.16
Uganda,May,39.78,29.91
Lesotho,May,31.34,49.51
Guinea-Bissau,May,42.6,44.27
Rwanda,May,46.48,49.73
Senegal,June,49.41,65.91
Burkina Faso,June,26.57,23.5
Zambia,August,49.43,73.68
Sao Tome and Principe,July,45.66,30.06
South Sudan,May,25.58,88.76
Senegal,July,30.05,24.43
Comoros,May,20.16,84.06
Eritrea,July,21.11,44.75
Botswana,August,39.79,55.73
Namibia,May,20.34,50.63
Eswatini,June,36.49,73.7
Chad,August,33.71,68.44
Senegal,August,21.93,36.17
Mauritius,July,44.81,49.31
South Africa,August,25.29,51.41
Sudan,June,31.39,45.83
Democratic Republic of the Congo,June,49.9,83.53
Uganda,July,47.63,71.07
Sao Tome and Principe,May,24.78,64.24
Ethiopia,July,38.63,56.07
Guinea,August,23.33,26.66
Benin,August,40.4,87.74
South Sudan,June,20.26,42.45
Benin,August,49.36,53.7
Tunisia,August,41.04,16.88
Madagascar,June,49.06,77.41
Zambia,July,38.89,68.77
Benin,August,49.85,23.01
Somalia,June,33.31,82.0
Namibia,May,43.77,54.16
Mauritania,July,45.14,76.39
Uganda,August,26.67,42.07
Kenya,May,37.91,70.1
Nigeria,June,48.81,89.78
Eritrea,August,37.87,46.42
Sierra Leone,May,37.5,20.15
Guinea-Bissau,June,39.54,68.29
Rwanda,June,29.79,30.81
Ghana,July,27.92,18.73
Mali,May,35.3,13.68
Namibia,July,20.93,64.55
Cameroon,August,30.21,36.48
Sao Tome and Principe,June,41.95,52.47
Mali,August,33.37,44.07
Uganda,June,36.12,74.86
Togo,August,23.63,36.13
Burkina Faso,July,37.26,29.6
Burundi,August,31.27,22.09
Liberia,July,20.87,48.1
Somalia,July,45.81,11.41
Ivory Coast,August,33.77,17.48
Burkina Faso,July,47.18,67.82
Comoros,July,20.53,16.11
South Africa,June,49.92,38.2
Morocco,July,28.38,49.21
Eswatini,May,41.2,12.65
Somalia,August,32.56,15.25
Ivory Coast,May,22.32,37.82
Mozambique,June,40.4,62.11
Zimbabwe,May,27.41,63.22
Congo,August,34.29,31.47
Chad,July,41.34,72.41
Lesotho,July,33.73,42.41
Sudan,August,33.11,72.82
Seychelles,June,22.3,54.02
Congo,May,37.99,85.25
Cabo Verde,August,49.26,45.44
Sao Tome and Principe,June,37.96,74.69
Sao Tome and Principe,June,31.75,31.85
Mauritania,July,49.71,61.95
Chad,May,39.24,60.52
Djibouti,May,46.38,35.72
Eswatini,August,44.61,31.27
Senegal,May,40.84,77.72
Namibia,August,21.72,48.6
Equatorial Guinea,May,27.26,89.17
Burundi,July,33.85,66.42
Liberia,May,36.5,25.33
Eswatini,June,45.57,83.29
Guinea,May,20.89,56.99
Guinea-Bissau,July,24.35,34.26
Uganda,May,46.84,79.63
Sao Tome and Principe,August,24.61,85.14
Kenya,June,42.12,60.93
Somalia,June,27.03,40.64
South Africa,August,48.82,78.87
Mauritius,July,37.23,87.2
Egypt,May,34.65,35.14
Benin,August,46.08,50.28
Uganda,May,21.53,72.91
Gabon,August,41.53,69.2
Tanzania,July,35.49,63.74
Ivory Coast,August,31.28,49.5
Namibia,July,26.3,70.86
Tunisia,June,35.91,11.62
Eritrea,June,41.2,42.55
Zambia,July,42.5,78.01
Burundi,July,28.53,83.62
Tunisia,June,35.62,77.9
South Africa,June,35.35,21.28
Tanzania,June,47.55,60.29
Seychelles,May,26.26,47.48
Sao Tome and Principe,May,48.99,75.82
Gabon,June,36.29,26.96
Libya,May,39.37,59.64
Zimbabwe,August,42.32,60.67
Mauritius,August,34.0,57.33
Eritrea,June,30.14,48.36
Mauritius,August,47.81,85.1
Zimbabwe,May,26.87,12.0
Ghana,June,43.43,10.47
Guinea,July,26.66,36.99
Comoros,July,48.22,28.38
Liberia,July,49.01,78.08
South Sudan,August,25.29,20.08
Seychelles,August,26.66,10.68
Nigeria,August,43.41,32.69
Madagascar,July,20.86,53.24
Tunisia,August,21.56,65.3
Ghana,August,47.22,12.93
Cabo Verde,May,39.23,59.07
Democratic Republic of the Congo,July,45.95,48.73
Eswatini,May,37.66,59.7
Morocco,June,34.94,64.41
Burundi,July,40.31,57.72
Sao Tome and Principe,August,41.45,60.15
Togo,July,36.12,89.42
Chad,July,40.92,87.36
Namibia,August,34.95,53.14
Cabo Verde,August,40.73,76.98
Mali,June,37.74,87.79
Sudan,May,24.23,70.03
Sao Tome and Principe,May,25.08,16.18
Botswana,August,34.33,58.69
Congo,May,44.29,78.8
Central African Republic,May,25.54,39.1
Burkina Faso,August,30.75,13.03
Mozambique,June,23.67,37.46
Togo,June,25.34,22.72
Cameroon,July,23.52,51.09
Mali,May,32.47,60.74
Guinea-Bissau,August,23.22,82.57
Eritrea,June,24.78,15.73
Namibia,May,34.47,35.25
Tanzania,May,45.27,62.05
Ethiopia,August,27.37,41.24
Ivory Coast,August,37.2,17.62
Ethiopia,July,22.96,24.79
Gabon,June,32.97,60.85
Algeria,August,48.32,16.34
Somalia,June,31.61,46.5
Sierra Leone,July,28.46,58.3
Tanzania,July,36.14,87.43
Gabon,May,39.73,82.01
Seychelles,May,34.08,88.74
Burkina Faso,May,39.36,38.58
Madagascar,July,39.55,25.27
Burkina Faso,May,31.99,58.24
Kenya,August,40.68,60.53
Tanzania,July,48.83,36.58
Sao Tome and Principe,June,24.94,59.94
Libya,August,35.08,76.11
Mauritania,July,40.79,82.91
Sierra Leone,July,35.23,84.0
Comoros,May,45.1,44.57
Sudan,May,33.08,52.7
Mauritania,June,34.63,19.7
Mauritania,May,49.33,73.38
Ethiopia,May,38.36,74.18
Guinea,June,37.22,74.61
Morocco,May,30.12,67.92
Cameroon,August,42.02,30.54
Mali,June,48.51,65.71
Mauritania,June,29.75,43.32
Libya,August,45.79,47.19
Senegal,July,39.89,71.01
Zimbabwe,May,37.87,65.62
Niger,June,43.29,13.49
Chad,July,48.38,38.92
Libya,June,28.66,76.4
Togo,May,41.18,10.04
Nigeria,August,46.58,66.79
Comoros,June,32.48,18.74
Malawi,July,42.17,60.12
Guinea-Bissau,August,22.05,65.95
Burundi,July,41.95,55.07
Ghana,July,40.96,20.01
Tanzania,August,48.95,55.09
Senegal,July,40.1,57.47
Botswana,July,26.39,58.84
Democratic Republic of the Congo,June,33.06,46.11
Mauritius,June,47.39,51.39
Liberia,July,20.93,26.87
South Sudan,July,41.24,15.0
Zimbabwe,June,39.46,31.66
Equatorial Guinea,August,30.44,37.63
Somalia,July,49.84,52.3
Morocco,May,24.64,61.33
Guinea-Bissau,June,23.76,15.28
Senegal,August,37.54,10.8
Lesotho,July,45.02,10.7
Democratic Republic of the Congo,August,25.02,88.27
Somalia,July,38.54,68.17
Sudan,July,24.07,51.32
Central African Republic,May,26.53,75.31
Ethiopia,June,26.06,87.06
Mauritius,May,36.52,74.85
Seychelles,August,41.11,79.06
Guinea-Bissau,August,40.22,26.0
Algeria,May,43.22,16.07
Lesotho,June,48.34,71.75
Eritrea,May,43.05,47.5
Cameroon,July,44.03,45.11
Ethiopia,August,35.23,72.34
Guinea,June,32.99,45.46
Mauritania,August,49.98,25.16
Botswana,July,38.04,73.21
Cameroon,May,34.21,18.11
Gambia,August,40.3,13.15
Togo,August,47.31,29.08
Sao Tome and Principe,June,48.12,61.73
Liberia,July,25.73,50.35
Djibouti,June,29.53,88.57
Liberia,July,33.88,68.23
Comoros,August,46.07,74.38
Democratic Republic of the Congo,May,29.39,14.16
Sudan,May,31.86,14.3
Mozambique,July,37.16,44.63
Namibia,May,36.3,87.7
Niger,August,48.24,26.46
Rwanda,August,22.25,49.73
Mauritius,June,41.3,89.02
Mali,June,30.63,75.36
Guinea,May,31.22,45.33
Sao Tome and Principe,July,46.9,53.8
Eritrea,May,45.32,45.37
Somalia,July,49.56,42.81
Ethiopia,July,35.65,17.75
Cabo Verde,July,37.17,67.84
Ghana,August,39.02,65.25
Mauritius,May,41.14,72.21
Tunisia,June,45.48,38.59
Uganda,August,45.27,33.56
Sierra Leone,June,36.59,22.34
Central African Republic,July,32.45,76.81
Zambia,July,21.27,73.86
Equatorial Guinea,July,46.95,87.64
Egypt,August,46.06,66.99
Ivory Coast,June,21.71,70.78
Uganda,June,43.47,74.15
Burkina Faso,July,40.06,13.96
Madagascar,May,30.35,33.77
Mali,June,26.54,38.92
Central African Republic,July,37.17,21.49
Eswatini,June,48.81,78.28
Botswana,May,47.29,84.43
Uganda,August,23.43,24.54
Egypt,July,26.7,57.09
Sao Tome and Principe,August,40.29,50.27
South Sudan,August,37.99,20.45
Lesotho,August,42.56,36.35
Gambia,August,42.62,41.08
Togo,May,40.03,58.96
Algeria,July,40.58,80.23
Seychelles,June,30.29,73.99
Botswana,August,32.9,16.31
Morocco,June,33.29,45.95
Chad,July,35.56,81.49
Niger,June,35.05,87.73
Gabon,July,37.7,47.62
Central African Republic,June,24.75,88.73
Tunisia,August,41.54,73.36
Equatorial Guinea,May,34.29,54.57
Senegal,May,36.2,78.25
Cameroon,May,25.54,73.29
South Sudan,August,26.82,89.41
Libya,July,42.52,37.17
Senegal,May,39.27,62.2
Eritrea,July,30.52,27.14
Libya,May,40.75,61.23
South Africa,July,20.82,13.71
Liberia,July,36.38,74.95
Kenya,August,26.09,25.64
Tunisia,July,40.78,48.95
Kenya,July,45.58,39.72
Mauritania,July,26.39,31.83
Tanzania,June,22.33,88.01
Algeria,July,28.93,48.66
Djibouti,July,29.35,56.86
Angola,July,43.2,34.59
Gambia,July,41.03,30.87
Comoros,May,23.22,29.41
Angola,July,42.41,41.01
Guinea,August,28.79,59.54
Rwanda,June,41.26,50.36
Madagascar,August,30.16,80.32
Mauritania,May,24.93,10.67
Mali,May,43.92,58.03
Liberia,July,31.56,23.46
Egypt,July,23.69,13.25
Mali,August,30.01,38.69
Benin,August,43.1,42.77
Nigeria,August,33.05,35.51
Burkina Faso,August,35.83,14.46
Guinea,May,35.68,20.16
Uganda,August,29.63,15.89
Namibia,June,27.0,75.44
Angola,May,38.16,53.86
Malawi,July,33.11,40.38
Ivory Coast,August,43.2,71.87
Somalia,May,24.7,17.38
Mali,August,49.23,29.25
Cabo Verde,July,36.78,86.74
Libya,August,47.61,80.58
Guinea-Bissau,June,22.35,55.08
South Sudan,May,40.87,44.99
Tunisia,July,44.61,20.58
Malawi,June,44.15,38.9
Guinea-Bissau,June,47.96,23.17
Nigeria,August,44.23,55.23
Cabo Verde,May,29.72,55.45
Mali,July,40.61,21.9
Burundi,June,20.77,45.77
Botswana,June,31.02,36.86
Senegal,July,33.39,84.32
Ivory Coast,May,41.09,50.28
Tanzania,June,41.49,40.37
Morocco,June,42.15,80.47
Angola,June,41.89,18.98
Democratic Republic of the Congo,July,29.32,35.8
Ethiopia,August,42.68,82.81
Algeria,June,35.15,77.49
Benin,June,44.63,64.39
Lesotho,June,48.99,79.1
Botswana,August,38.82,79.69
Namibia,June,43.6,37.73
Libya,May,46.07,66.88
Algeria,August,38.09,14.98
Sao Tome and Principe,June,45.64,45.95
Angola,May,39.81,82.18
Guinea-Bissau,May,38.94,58.82
Angola,July,21.06,44.29
Rwanda,August,29.19,70.16
Djibouti,May,24.92,71.12
Sudan,July,28.86,12.22
Somalia,May,34.84,62.2
Equatorial Guinea,May,49.92,18.03
Ghana,August,25.94,76.74
Guinea,June,31.5,54.47
Madagascar,August,46.18,54.15
Botswana,August,23.93,14.05
Tanzania,May,37.73,24.54
Mali,May,32.41,11.86
Guinea-Bissau,May,44.25,36.04
Zimbabwe,August,27.36,80.98
Kenya,May,46.98,58.83
Equatorial Guinea,May,45.46,28.82
Libya,May,45.34,21.62
Congo,May,24.06,44.97
Tunisia,May,47.15,25.14
Seychelles,May,21.11,20.56
Somalia,May,42.82,85.45
Sierra Leone,May,42.63,17.01
Liberia,May,20.88,47.64
Nigeria,May,29.17,37.92
Gambia,August,46.56,26.23
Mali,July,22.32,10.33
Cabo Verde,May,45.0,82.4
Rwanda,June,39.34,29.24
Egypt,June,40.27,62.49
Lesotho,June,26.21,60.62
Algeria,June,22.11,17.2
Eswatini,May,21.89,48.77
Guinea,July,28.37,11.11
South Africa,June,28.52,85.81
Mauritius,June,32.76,34.83
Malawi,August,47.11,85.56
Kenya,June,21.13,59.94
Tanzania,July,21.56,82.54
Morocco,May,31.83,65.49
Sierra Leone,June,29.79,26.31
Cabo Verde,May,33.15,22.5
Chad,June,29.33,55.78
Nigeria,June,49.5,14.01
Benin,June,32.09,48.36
Ivory Coast,July,35.67,36.46
Tunisia,May,35.1,13.89
Equatorial Guinea,August,35.25,88.43
Niger,July,22.15,26.85
Chad,August,23.99,19.69
Sudan,June,21.63,80.57
Senegal,July,42.13,51.28
South Sudan,June,32.84,42.61
Zambia,June,42.89,82.4
Niger,August,28.96,47.71
Algeria,July,25.57,69.03
Libya,July,21.85,48.16
Tunisia,May,28.64,72.7
Malawi,June,46.97,31.86
Senegal,August,28.91,22.74
Libya,May,43.1,52.09
South Africa,August,34.69,11.59
Mozambique,June,26.2,26.41
Morocco,May,46.47,17.88
Nigeria,August,42.3,31.3
Madagascar,July,43.41,31.18
Ethiopia,July,48.36,85.99
Zambia,July,43.44,78.66
Mauritania,August,47.19,83.96
Burundi,June,33.9,52.28
Sudan,May,31.06,19.54
Rwanda,May,20.37,55.95
Senegal,June,32.43,24.5
Kenya,August,46.41,28.76
Tunisia,August,39.44,59.7
Democratic Republic of the Congo,May,24.4,14.34
Gabon,August,22.2,75.39
Ethiopia,July,47.33,56.92
Democratic Republic of the Congo,July,20.58,81.81
Ghana,August,44.86,64.64
Democratic Republic of the Congo,June,29.76,83.96
Guinea-Bissau,June,21.09,40.46
Mauritius,August,23.78,78.28
Cameroon,June,23.19,29.84
Democratic Republic of the Congo,August,43.71,69.05
Mozambique,June,23.41,29.31
Cameroon,August,31.25,50.1
Zambia,August,47.74,85.91
Mauritius,May,41.45,46.79
Cabo Verde,June,33.33,87.78
Guinea,July,49.99,45.68
Benin,June,41.72,78.15
Malawi,July,47.02,45.3
Zambia,June,41.93,75.25
Mali,July,31.26,35.77
Angola,May,25.7,70.36
Libya,June,26.9,86.3
Niger,August,28.7,38.27
Togo,June,30.32,67.19
Madagascar,May,26.15,84.89
Libya,June,30.89,56.63
Nigeria,June,46.22,74.77
Burkina Faso,June,42.0,48.37
Libya,June,28.99,19.97
Sudan,May,36.46,27.29
Cameroon,June,37.29,36.76
Somalia,August,28.5,22.17
Algeria,June,30.62,33.56
Togo,July,33.99,71.97
Equatorial Guinea,August,32.8,29.86
Cabo Verde,May,43.77,33.94
Burundi,July,25.72,80.25
Congo,August,35.57,56.08
Zimbabwe,May,47.2,24.52
Liberia,August,23.88,68.1
Mauritania,June,30.32,46.9
Comoros,May,25.15,45.07
Benin,August,46.85,40.3
Zambia,August,23.64,50.22
Burundi,August,26.66,60.16
Burkina Faso,May,43.08,21.04
Eswatini,August,38.9,37.69
Botswana,May,49.74,23.41
Gabon,August,37.59,32.42
Sudan,August,46.82,33.39
Burundi,May,40.0,57.77
Liberia,August,25.48,86.48
Angola,July,24.28,18.16
Madagascar,August,23.15,43.68
Sierra Leone,May,47.55,28.94
Nigeria,July,34.75,87.92
Congo,May,45.35,64.69
Central African Republic,July,21.75,15.17
Guinea,June,30.62,68.57
Sudan,June,34.05,38.71
Djibouti,May,39.4,65.91
Zambia,June,38.05,35.08
Malawi,July,36.9,55.61
Tunisia,June,45.36,29.96
Botswana,August,29.72,31.63
Guinea,June,21.69,12.08
Cameroon,June,28.89,76.36
Ethiopia,May,33.61,74.21
Sao Tome and Principe,August,32.6,32.35
Lesotho,July,35.25,38.37
Uganda,May,37.54,42.71
Mozambique,August,29.3,88.13
Lesotho,July,27.06,21.99
Guinea,July,25.61,88.66
Eritrea,May,45.15,53.66
Mozambique,July,42.65,84.62
Uganda,June,26.59,18.2
Tanzania,June,48.35,38.75
Namibia,June,20.12,22.39
Egypt,July,35.4,32.11
Kenya,June,31.78,18.3
Burkina Faso,August,35.19,40.33
Madagascar,August,46.84,89.98
Benin,June,31.58,29.94
Cabo Verde,July,24.03,40.76
Eritrea,July,43.65,46.48
Zambia,August,45.31,45.83
Nigeria,July,33.65,44.73
Somalia,July,40.51,53.01
Algeria,August,39.45,18.55
Cameroon,August,45.5,15.37
Zimbabwe,July,32.75,33.19
Ethiopia,July,41.72,79.78
Liberia,July,49.63,78.81
Mauritania,July,21.97,89.35
Madagascar,August,40.43,22.27
Namibia,May,30.71,75.89
Cameroon,July,45.85,28.65
Niger,July,45.49,24.51
Burkina Faso,July,23.37,11.62
Democratic Republic of the Congo,August,20.28,79.9
Mauritania,May,21.18,67.74
Algeria,May,30.91,56.16
Rwanda,July,30.67,43.24
Libya,June,29.27,15.71
Gabon,May,27.95,68.14
Uganda,May,35.68,57.48
Lesotho,June,22.47,41.25
Botswana,June,48.62,48.4
Togo,August,44.02,26.53
Benin,May,25.98,24.47
Zimbabwe,July,39.1,17.43
Algeria,June,31.84,82.76
Eswatini,May,42.73,70.25
Gabon,May,34.72,16.36
Guinea-Bissau,July,39.68,33.29
Zimbabwe,August,37.2,30.34
Eswatini,August,38.89,70.98
Mauritania,May,39.26,68.02
Malawi,June,27.41,29.99
Botswana,August,32.69,10.92
South Africa,July,40.09,28.31
South Africa,July,37.86,59.79
Liberia,June,21.36,53.87
Equatorial Guinea,June,48.42,49.12
Sao Tome and Principe,July,26.87,60.47
Uganda,May,39.78,29.91
South Sudan,May,34.78,79.29
Djibouti,May,42.72,44.23
Chad,August,34.06,38.65
Sao Tome and Principe,July,35.77,14.44
Lesotho,June,26.21,60.62
Cabo Verde,June,23.51,25.83
Somalia,July,28.03,27.11
Somalia,August,23.93,56.54
South Africa,August,21.21,83.67
Uganda,June,46.66,51.71
Somalia,June,24.8,54.35
Algeria,June,38.21,79.92
Libya,June,33.12,87.81
Seychelles,July,39.04,12.92
Tunisia,May,23.78,75.73
Comoros,June,32.48,18.74
Benin,August,49.36,53.7
Ethiopia,May,48.78,32.36
Senegal,June,25.36,29.3
Eswatini,August,27.31,79.27
Mozambique,August,20.06,39.6
Sierra Leone,August,35.07,35.79
Mozambique,July,43.54,44.57
Senegal,June,44.78,60.22
Congo,August,28.54,42.58
Malawi,July,28.3,83.34
Somalia,August,32.56,15.25
Zambia,June,33.22,80.98
Chad,July,25.52,32.97
Kenya,May,30.32,64.65
Chad,May,46.84,48.29
South Africa,May,21.54,78.84
Liberia,July,32.88,11.37
Cabo Verde,August,47.51,31.79
Eritrea,July,34.14,19.96
Zimbabwe,May,33.85,72.47
Gabon,August,21.69,24.5
Madagascar,June,44.63,60.42
Libya,June,33.12,87.81
Mali,May,41.12,37.34
Liberia,July,20.87,48.1
Tanzania,July,40.64,11.41
Ethiopia,August,40.83,17.2
Mauritius,June,28.85,33.8
Sudan,August,39.45,51.08
Guinea-Bissau,May,32.11,53.55
Guinea,July,26.66,36.99
Angola,July,43.2,34.59
Cabo Verde,June,40.99,37.92
Egypt,August,30.45,41.73
Eritrea,May,42.61,28.62
Sudan,June,40.98,66.32
Namibia,August,46.09,84.65
Zimbabwe,July,45.09,84.33
Uganda,June,26.59,18.2
Eritrea,May,21.8,37.89
Eritrea,May,27.39,18.48
Algeria,August,23.76,38.66
Libya,July,48.57,63.08
Gabon,August,33.28,75.05
Kenya,August,30.68,47.9
Mozambique,August,31.21,37.14
Gabon,May,21.7,39.81
Guinea,July,31.3,56.84
Benin,June,46.09,45.85
Senegal,July,21.55,44.15
Botswana,August,24.42,18.07
Tunisia,July,28.18,51.61
Burundi,July,21.0,44.86
Sudan,June,47.37,22.78
Somalia,May,24.89,60.31
Somalia,August,27.2,10.29
Comoros,June,21.5,86.4
Morocco,July,31.49,47.52
Congo,August,30.77,45.73
Ivory Coast,August,22.82,53.76
Niger,August,47.69,31.84
Mali,August,35.69,67.46
Mali,June,23.95,55.06
Congo,May,39.32,67.66
Eswatini,May,42.02,29.16
Benin,May,22.9,71.18
Senegal,August,21.93,36.17
Malawi,May,47.56,63.64
Angola,July,48.59,46.66
Egypt,August,22.72,84.21
Libya,June,29.27,15.71
Sao Tome and Principe,July,45.66,30.06
Burundi,July,40.02,89.97
Tanzania,August,45.67,47.2
Angola,July,31.97,40.53
Madagascar,May,26.15,84.89
Cabo Verde,July,36.78,86.74
Burkina Faso,August,33.2,68.61
Tunisia,May,26.79,61.26
Uganda,August,37.23,88.81
South Africa,May,39.97,64.69
Rwanda,May,21.62,89.98
Liberia,June,48.08,34.57
Sudan,July,24.55,48.37
Comoros,May,26.58,23.75
Gambia,June,31.26,12.91
Cameroon,August,23.45,41.55
Madagascar,July,29.57,81.46
Ethiopia,July,47.17,50.43
Senegal,May,47.37,58.9
Nigeria,August,33.72,12.74
South Sudan,July,31.94,44.59
Namibia,May,36.3,87.7
Seychelles,June,36.64,45.78
Eswatini,August,37.09,12.11
Central African Republic,August,20.14,83.73
Congo,June,43.25,54.29
Guinea,May,35.68,20.16
Cameroon,May,21.49,72.43
Gambia,May,30.29,19.87
Zambia,July,38.08,21.95
Morocco,May,30.12,67.92
Seychelles,July,49.05,76.6
Djibouti,June,31.13,64.11
Gabon,August,32.43,14.68
Guinea,July,20.55,73.85
Cameroon,August,36.63,47.7
Rwanda,August,40.87,43.98
Mozambique,May,34.43,81.69
Tunisia,August,30.25,74.39
Nigeria,May,29.44,58.64
Democratic Republic of the Congo,May,25.41,88.09
Sudan,August,40.7,66.29
Rwanda,June,48.96,65.6
Madagascar,July,27.99,31.7
Guinea,May,41.31,86.85
Burundi,May,42.26,38.26
Ghana,June,43.18,68.0
Rwanda,May,34.4,55.01
Egypt,June,29.49,41.33
Zimbabwe,August,27.36,80.98
Gambia,June,38.5,17.02
Malawi,June,46.97,31.86
Zambia,August,28.25,73.86
Zimbabwe,August,41.63,88.83
Burkina Faso,July,42.62,59.54
Niger,August,38.02,54.85
Lesotho,June,26.84,78.71
Gabon,June,42.75,21.19
Eritrea,July,21.53,75.12
Comoros,July,39.2,50.48
Zimbabwe,July,49.77,25.31
Ethiopia,August,35.23,72.34
Zambia,June,23.29,71.34
Ivory Coast,May,24.58,73.11
Mali,July,28.76,78.63
Ivory Coast,August,25.65,24.05
Ivory Coast,May,22.56,21.14
Eritrea,June,43.68,52.44
Angola,August,21.8,79.54
Guinea-Bissau,July,48.09,46.29
Mauritania,May,24.87,39.54
Comoros,July,47.23,55.62
Eritrea,May,43.05,47.5
Djibouti,June,41.48,47.66
Somalia,June,33.31,82.0
Zambia,August,49.54,80.82
Senegal,August,41.14,21.36
Liberia,August,41.23,71.0
Lesotho,July,37.48,11.08
Madagascar,May,24.92,36.49
Ethiopia,July,23.02,62.89
Central African Republic,August,20.02,66.63
Tanzania,May,25.43,47.41
Gambia,July,49.97,26.4
Tunisia,May,45.67,70.33
Ghana,June,33.84,45.36
Niger,August,22.68,35.51
Egypt,August,45.46,40.57
Somalia,August,33.73,75.02
Ivory Coast,July,40.48,14.25
Ivory Coast,June,23.16,74.18
Ivory Coast,May,43.39,67.69
Central African Republic,June,36.4,40.94
Gabon,May,26.14,82.48
Ethiopia,August,31.06,81.46
Gambia,July,35.3,33.69
Liberia,July,25.73,50.35
Mauritius,August,32.95,43.02
Sudan,June,47.37,22.78
Eritrea,May,39.37,15.88
Eswatini,July,27.78,81.12
Mozambique,July,43.54,44.57
Burundi,June,42.01,65.78
Mauritius,August,45.71,36.52
Niger,August,22.68,35.51
Cabo Verde,July,45.48,69.66
Democratic Republic of the Congo,July,48.35,23.59
Libya,May,37.83,25.64
Uganda,May,46.84,79.63
Zambia,July,21.27,73.86
Guinea,July,27.26,71.34
Madagascar,July,46.85,86.31
Namibia,August,24.85,44.31
Botswana,May,35.25,75.32
Eritrea,August,39.7,70.85
Algeria,May,23.07,21.88
Democratic Republic of the Congo,May,36.22,26.91
South Sudan,June,49.26,86.19
Senegal,May,40.84,77.72
South Africa,July,37.86,59.79
Democratic Republic of the Congo,July,25.41,78.2
Equatorial Guinea,August,22.52,79.63
Malawi,August,47.11,85.56
Madagascar,August,49.72,45.79
Zimbabwe,August,40.67,58.1
Gambia,May,23.8,40.37
Libya,June,49.11,25.86
Equatorial Guinea,May,38.22,73.96
Benin,May,37.52,61.41
Mauritania,May,49.33,73.38
Eritrea,July,34.14,19.96
Equatorial Guinea,June,27.23,79.47
Chad,May,27.63,67.91
Botswana,June,21.57,35.35
Seychelles,June,39.92,42.53
Gabon,August,23.53,15.16
Ethiopia,May,49.27,12.25
Togo,July,33.99,71.97
Niger,May,28.55,63.97
Angola,May,38.44,23.48
Lesotho,June,21.87,29.6
Comoros,July,32.26,26.2
Liberia,August,20.69,87.05
Djibouti,May,42.72,44.23
Nigeria,July,44.04,16.6
Algeria,July,37.38,27.27
Egypt,August,46.0,87.9
Comoros,June,21.5,86.4
Chad,July,35.74,69.97
Djibouti,August,49.29,69.76
South Sudan,May,40.87,44.99
Niger,July,22.52,59.68
Ethiopia,May,33.61,74.21
Seychelles,July,21.68,56.72
Algeria,May,30.34,29.21
Cabo Verde,May,41.28,54.88
Nigeria,May,24.93,85.04
Zimbabwe,May,47.85,18.05
Kenya,May,24.04,30.02
Mauritania,May,21.07,19.02
Tunisia,August,27.13,45.75
Ghana,June,26.94,64.12
Guinea,July,29.44,57.69
Guinea-Bissau,May,37.22,88.63
Mozambique,May,37.32,65.46
Togo,August,28.55,29.12
Seychelles,June,36.69,54.32
Gambia,June,34.56,21.39
Ivory Coast,July,27.51,48.59
Mali,August,42.1,86.99
Namibia,July,30.09,74.59
Malawi,July,28.3,83.34
Burkina Faso,August,35.83,14.46
Liberia,July,47.69,32.1
Mali,June,42.85,83.76
Malawi,July,47.02,45.3
Somalia,August,28.59,58.33
Gambia,June,39.31,75.24
Nigeria,July,33.44,25.15
Guinea,June,32.03,79.21
Eswatini,May,40.21,52.51
Lesotho,July,30.8,79.97
